64
1.850013228596114438e-03 2.888075452818659669e-04 5.272272860281142215e+01 2.348369990733135637e+01 3.090614102266361806e+04
2.162887977434124580e-03 3.369419523941543163e-04 5.404991482389799984e+01 2.275251139046365978e+01 2.662399204102650037e+04
2.527839083173236568e-03 3.929602590840687928e-04 5.543731758965264333e+01 2.185947882713837487e+01 2.282590964165136393e+04
2.953371027225521091e-03 4.581036290205006863e-04 5.689269186275599566e+01 2.075537039243538473e+01 1.941451486879541699e+04
3.449318076704388763e-03 5.337904699372342243e-04 5.842463597298819877e+01 1.937803158772170065e+01 1.629650871232627469e+04
4.027030858310775771e-03 6.216350932755406594e-04 6.004265853939446629e+01 1.764971130187114312e+01 1.337721184498944240e+04
4.699581285053816039e-03 7.234657602105398766e-04 6.175400346456572009e+01 1.547447785088493788e+01 1.056767270989341705e+04
5.481984586333189975e-03 8.413408423482097304e-04 6.355938286603296916e+01 1.274247444782489858e+01 7.790795609323556164e+03
6.391435657108664355e-03 9.775612992027390286e-04 6.544134514767942790e+01 9.354638951008050540e+00 5.013594730231152425e+03
7.447554809940415410e-03 1.134677006460760480e-03 6.733196863486054440e+01 5.321204177077276221e+00 2.346469628575176557e+03
8.672635135724896319e-03 1.315483645108200469e-03 6.899493222501712353e+01 1.177653355606652852e+00 3.362783720858598144e+02
1.009187989902948085e-02 1.523005881500972061e-03 6.943147406264255039e+01 6.147583707869431124e-04 7.258991738376854852e-02
1.173361356857468077e-02 1.760461457589429513e-03 6.943147391416117387e+01 5.729873987697205401e-04 6.364601077671606932e-02
1.362944411548720064e-02 2.031199636235608494e-03 6.943137576739725603e+01 5.729679590254048438e-04 6.364494424570410480e-02
1.581434710421847703e-02 2.338606341226939084e-03 6.943126323272180400e+01 5.729553400595148276e-04 6.364443375036470119e-02
1.832663403469706603e-02 2.685967519730238923e-03 6.943113483070126790e+01 5.729470354188368917e-04 6.364430054416299332e-02
2.120775883553837476e-02 3.076282081952378539e-03 6.943098894502180940e+01 5.729417311875630676e-04 6.364445684338151943e-02
2.450190823986106436e-02 3.512016726693007601e-03 6.943082395130109319e+01 5.729388028984313836e-04 6.364487095977879039e-02
2.825531543955749070e-02 3.994797672699845065e-03 6.943063829010239374e+01 5.729377681251739607e-04 6.364551528161918603e-02
3.251523403164356674e-02 4.525039511472296605e-03 6.943043066016066689e+01 5.729384451236076191e-04 6.364638946860007307e-02
3.732851367708420881e-02 5.101519779408987543e-03 6.943020002049246386e+01 5.729406380845104407e-04 6.364749026647568975e-02
4.273973349800923305e-02 5.720919862441053994e-03 6.942994575991556871e+01 5.729442612632557486e-04 6.364882409945038511e-02
4.878887759423271298e-02 6.377368330005926678e-03 6.942966784154006632e+01 5.729492010970978558e-04 6.365039388665824638e-02
5.550858201788963497e-02 7.062040517307910381e-03 6.942936713650692582e+01 5.729553671924712994e-04 6.365220387674121183e-02
6.292104497232690885e-02 7.762885391566637372e-03 6.942904518844227368e+01 5.729626713873301651e-04 6.365425788831420573e-02
7.103476915022284566e-02 8.464562964225222363e-03 6.942870457986388999e+01 5.729709781372492681e-04 6.365655219239878260e-02
7.984138904434541495e-02 9.148676824019930098e-03 6.942834886233779912e+01 5.729801310364838075e-04 6.365907823044149316e-02
8.931291273430345956e-02 9.794370555896145247e-03 6.942798269053936622e+01 5.729899911274373772e-04 6.366182601096932736e-02
9.939975776255616235e-02 1.037931950060928810e-02 6.942761132014980774e+01 5.730003481451384191e-04 6.366477245095945869e-02
1.100299628636859928e-01 1.088109070165035885e-02 6.942724055234100433e+01 5.730110175800370419e-04 6.366789150513776918e-02
1.211098937962217792e-01 1.127877116342122787e-02 6.942687634801738739e+01 5.730218072852045607e-04 6.367114998903553036e-02
1.325266256110630148e-01 1.155469246626125712e-02 6.942652472671598218e+01 5.730325095398549826e-04 6.367450696893493800e-02
1.441519859220967981e-01 1.169602815580633726e-02 6.942619089631155305e+01 5.730429829513921085e-04 6.367792227448360043e-02
